"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日"
"2017/12/01","北海道","久遠郡せたな町",8453,473,5.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","島牧郡島牧村",1544,144,9.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","寿都郡寿都町",3094,307,9.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","寿都郡黒松内町",2977,201,6.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","磯谷郡蘭越町",4889,385,7.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡ニセコ町",5142,380,7.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡真狩村",2095,150,7.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡留寿都村",1974,185,9.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡喜茂別町",2256,137,6.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡京極町",3119,197,6.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡倶知安町",16469,1342,8.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","岩内郡共和町",6121,598,9.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","岩内郡岩内町",13180,1157,8.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","古宇郡泊村",1739,180,10.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","古宇郡神恵内村",901,79,8.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","積丹郡積丹町",2194,172,7.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","古平郡古平町",3248,239,7.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","余市郡仁木町",3392,279,8.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","余市郡余市町",19617,1527,7.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","余市郡赤井川村",1228,90,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","空知郡南幌町",7785,834,10.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","空知郡奈井江町",5648,667,11.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","空知郡上砂川町",3247,343,10.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","夕張郡由仁町",5368,592,11.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","夕張郡長沼町",11211,1234,11.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","夕張郡栗山町",12329,1320,10.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","樺戸郡月形町",3419,211,6.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","樺戸郡浦臼町",1958,288,14.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","樺戸郡新十津川町",6789,735,10.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","雨竜郡妹背牛町",3110,445,14.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","雨竜郡秩父別町",2433,228,9.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","雨竜郡雨竜町",2542,256,10.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","雨竜郡北竜町",1961,230,11.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","雨竜郡沼田町",3192,344,10.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡鷹栖町",7127,467,6.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡東神楽町",10403,731,7.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡当麻町",6637,523,7.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡比布町",3828,215,5.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡愛別町",2963,290,9.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡上川町",3789,439,11.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡東川町",8188,700,8.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡美瑛町",10335,721,7.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","空知郡上富良野町",10984,1315,12.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","空知郡中富良野町",5120,458,8.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","空知郡南富良野町",2592,244,9.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","勇払郡占冠村",1258,118,9.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡和寒町",3542,304,8.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡剣淵町",3273,273,8.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡下川町",3355,208,6.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡美深町",4573,373,8.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡音威子府村",790,79,10.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡中川町",1632,197,12.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","雨竜郡幌加内町",1576,208,13.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","増毛郡増毛町",4606,435,9.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","留萌郡小平町",3254,238,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","苫前郡苫前町",3246,250,7.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","苫前郡羽幌町",7322,653,8.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","苫前郡初山別村",1235,100,8.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","天塩郡遠別町",2781,218,7.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","天塩郡天塩町",3208,318,9.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","宗谷郡猿払村",2737,179,6.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","枝幸郡浜頓別町",3783,327,8.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","枝幸郡中頓別町",1775,105,5.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","枝幸郡枝幸町",8473,1229,14.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","天塩郡豊富町",4057,436,10.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","礼文郡礼文町",2629,254,9.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","利尻郡利尻町",2147,211,9.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","利尻郡利尻富士町",2646,192,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","天塩郡幌延町",2424,230,9.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","網走郡美幌町",20246,1929,9.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","網走郡津別町",4982,331,6.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","斜里郡斜里町",11862,1038,8.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","斜里郡清里町",4205,318,7.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","斜里郡小清水町",5059,405,8.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","常呂郡訓子府町",5201,334,6.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","常呂郡置戸町",3034,366,12.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","常呂郡佐呂間町",5346,368,6.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","紋別郡遠軽町",20717,1570,7.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","紋別郡湧別町",9203,619,6.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","紋別郡滝上町",2731,222,8.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","紋別郡興部町",3922,280,7.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","紋別郡西興部村",1118,72,6.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","紋別郡雄武町",4543,359,7.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","網走郡大空町",7406,455,6.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡豊浦町",4180,293,7.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","有珠郡壮瞥町",2647,331,12.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","白老郡白老町",17685,1867,10.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","勇払郡厚真町",4674,459,9.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","虻田郡洞爺湖町",9196,782,8.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","勇払郡安平町",8273,745,9.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","勇払郡むかわ町",8564,911,10.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","沙流郡日高町",12531,889,7.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","沙流郡平取町",5267,382,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","新冠郡新冠町",5700,385,6.8,"2017/01/01","2017/12/01"
"2017/12/01","北海道","浦河郡浦河町",12805,897,7.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","様似郡様似町",4534,259,5.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","幌泉郡えりも町",4932,254,5.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","日高郡新ひだか町",23425,1810,7.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河東郡音更町",45238,2848,6.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河東郡士幌町",6236,429,6.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河東郡上士幌町",4917,357,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河東郡鹿追町",5559,464,8.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡新得町",6309,456,7.2,"2017/01/01","2017/12/01"
"2017/12/01","北海道","上川郡清水町",9741,544,5.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河西郡芽室町",18918,1195,6.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河西郡中札内村",3977,297,7.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","河西郡更別村",3266,239,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","広尾郡大樹町",5737,408,7.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","広尾郡広尾町",7179,513,7.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡幕別町",27269,1903,7.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡池田町",6996,692,9.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡豊頃町",3240,237,7.3,"2017/01/01","2017/12/01"
"2017/12/01","北海道","中川郡本別町",7406,496,6.7,"2017/01/01","2017/12/01"
"2017/12/01","北海道","足寄郡足寄町",7139,575,8.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","足寄郡陸別町",2500,190,7.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","十勝郡浦幌町",4997,379,7.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","釧路郡釧路町",19971,1491,7.5,"2017/01/01","2017/12/01"
"2017/12/01","北海道","厚岸郡厚岸町",9837,652,6.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","厚岸郡浜中町",6101,371,6.1,"2017/01/01","2017/12/01"
"2017/12/01","北海道","川上郡標茶町",7821,460,5.9,"2017/01/01","2017/12/01"
"2017/12/01","北海道","川上郡弟子屈町",7607,532,7.0,"2017/01/01","2017/12/01"
"2017/12/01","北海道","阿寒郡鶴居村",2525,187,7.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","白糠郡白糠町",8215,628,7.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","野付郡別海町",15497,1177,7.6,"2017/01/01","2017/12/01"
"2017/12/01","北海道","標津郡中標津町",23887,2006,8.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","標津郡標津町",5368,453,8.4,"2017/01/01","2017/12/01"
"2017/12/01","北海道","目梨郡羅臼町",5358,331,6.2,"2017/01/01","2017/12/01"
"2017/12/01","青森県","青森市",290137,28961,10.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","弘前市",175721,15884,9.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","八戸市",234189,24517,10.5,"2017/01/01","2017/12/01"
"2017/12/01","青森県","黒石市",34564,2363,6.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","五所川原市",56575,4952,8.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","十和田市",62958,6764,10.7,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三沢市",40480,4591,11.3,"2017/01/01","2017/12/01"
"2017/12/01","青森県","むつ市",59944,5569,9.3,"2017/01/01","2017/12/01"
"2017/12/01","青森県","つがる市",33833,3789,11.2,"2017/01/01","2017/12/01"
"2017/12/01","青森県","平川市",32013,1910,6.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","東津軽郡平内町",11468,1056,9.2,"2017/01/01","2017/12/01"
"2017/12/01","青森県","東津軽郡今別町",2842,355,12.5,"2017/01/01","2017/12/01"
"2017/12/01","青森県","東津軽郡蓬田村",2921,230,7.9,"2017/01/01","2017/12/01"
"2017/12/01","青森県","東津軽郡外ヶ浜町",6451,555,8.6,"2017/01/01","2017/12/01"
"2017/12/01","青森県","西津軽郡鰺ヶ沢町",10520,934,8.9,"2017/01/01","2017/12/01"
"2017/12/01","青森県","西津軽郡深浦町",8724,634,7.3,"2017/01/01","2017/12/01"
"2017/12/01","青森県","中津軽郡西目屋村",1378,97,7.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","南津軽郡藤崎町",15306,831,5.4,"2017/01/01","2017/12/01"
"2017/12/01","青森県","南津軽郡大鰐町",10060,794,7.9,"2017/01/01","2017/12/01"
"2017/12/01","青森県","南津軽郡田舎館村",8050,469,5.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","北津軽郡板柳町",14169,853,6.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","北津軽郡鶴田町",13428,681,5.1,"2017/01/01","2017/12/01"
"2017/12/01","青森県","北津軽郡中泊町",11665,675,5.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡野辺地町",13755,1580,11.5,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡七戸町",16291,1484,9.1,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡六戸町",10988,1228,11.2,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡横浜町",4719,455,9.6,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡東北町",18249,1718,9.4,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡六ヶ所村",10553,899,8.5,"2017/01/01","2017/12/01"
"2017/12/01","青森県","上北郡おいらせ町",25379,2273,9.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","下北郡大間町",5595,378,6.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","下北郡東通村",6757,526,7.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","下北郡風間浦村",2049,145,7.1,"2017/01/01","2017/12/01"
"2017/12/01","青森県","下北郡佐井村",2154,232,10.8,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三戸郡三戸町",10596,1013,9.6,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三戸郡五戸町",18011,1525,8.5,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三戸郡田子町",5842,487,8.3,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三戸郡南部町",18969,1320,7.0,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三戸郡階上町",13906,1348,9.7,"2017/01/01","2017/12/01"
"2017/12/01","青森県","三戸郡新郷村",2652,222,8.4,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","盛岡市",292795,30197,10.3,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","宮古市",55150,6398,11.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","大船渡市",37891,3313,8.7,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","花巻市",98059,8776,8.9,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","北上市",93268,6878,7.4,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","久慈市",36141,2874,8.0,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","遠野市",28285,2538,9.0,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","一関市",121059,11659,9.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","陸前高田市",19871,1518,7.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","釜石市",35272,3106,8.8,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","二戸市",28034,2123,7.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","八幡平市",26679,2580,9.7,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","奥州市",120099,10619,8.8,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","滝沢市",55246,5769,10.4,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","岩手郡雫石町",17103,1464,8.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","岩手郡葛巻町",6486,1000,15.4,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","岩手郡岩手町",14047,1173,8.4,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","紫波郡紫波町",33495,3399,10.1,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","紫波郡矢巾町",27243,2392,8.8,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","和賀郡西和賀町",5992,329,5.5,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","胆沢郡金ケ崎町",15935,1316,8.3,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","西磐井郡平泉町",7886,715,9.1,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","気仙郡住田町",5842,760,13.0,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","上閉伊郡大槌町",12298,1017,8.3,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","下閉伊郡山田町",16191,1483,9.2,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","下閉伊郡岩泉町",9842,844,8.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","下閉伊郡田野畑村",3590,257,7.2,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","下閉伊郡普代村",2823,202,7.2,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","九戸郡軽米町",9583,837,8.7,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","九戸郡野田村",4397,380,8.6,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","九戸郡九戸村",6068,365,6.0,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","九戸郡洋野町",17515,1468,8.4,"2017/01/01","2017/12/01"
"2017/12/01","岩手県","二戸郡一戸町",13086,880,6.7,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","仙台市",1058517,113123,10.7,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","石巻市",147627,11738,8.0,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","塩竈市",55233,6331,11.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","気仙沼市",65920,5986,9.1,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","白石市",35213,3456,9.8,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","名取市",77845,7158,9.2,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","角田市",30097,3265,10.8,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","多賀城市",62508,6629,10.6,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","岩沼市",44332,3788,8.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","登米市",82026,5393,6.6,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","栗原市",70530,6030,8.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","東松島市",40268,4734,11.8,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","大崎市",133226,11591,8.7,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","富谷市",52526,4847,9.2,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","刈田郡蔵王町",12448,920,7.4,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","刈田郡七ヶ宿町",1502,203,13.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","柴田郡大河原町",23624,2251,9.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","柴田郡村田町",11412,950,8.3,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","柴田郡柴田町",38299,3996,10.4,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","柴田郡川崎町",9086,557,6.1,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","伊具郡丸森町",14244,1182,8.3,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","亘理郡亘理町",34026,3288,9.7,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","亘理郡山元町",12484,1129,9.0,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","宮城郡松島町",14663,1693,11.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","宮城郡七ヶ浜町",19196,1532,8.0,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","宮城郡利府町",36287,3973,10.9,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","黒川郡大和町",28686,2514,8.8,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","黒川郡大郷町",8380,480,5.7,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","黒川郡大衡村",5877,442,7.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","加美郡色麻町",7137,453,6.3,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","加美郡加美町",24212,1508,6.2,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","遠田郡涌谷町",16768,1091,6.5,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","遠田郡美里町",24975,2266,9.1,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","牡鹿郡女川町",6735,547,8.1,"2017/01/01","2017/12/01"
"2017/12/01","宮城県","本吉郡南三陸町",13529,1134,8.4,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","秋田市",314869,30205,9.6,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","能代市",55248,4495,8.1,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","横手市",93243,6185,6.6,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","大館市",74705,6023,8.1,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","男鹿市",29046,1929,6.6,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","湯沢市",47083,2900,6.2,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","鹿角市",32199,2651,8.2,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","由利本荘市",79657,5772,7.2,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","潟上市",33486,2490,7.4,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","大仙市",84122,6019,7.2,"2017/01/01","2017/12/01"
"2017/12/01","秋田県","北秋田市",33505,2391,7.1,"2017/01/01","2017/12/01"
